Record_Id,Question_Id,Question_Text,Quetion_Type,Question_Start_Word,Answer_ID,Full_Answer,Expert_Commentary,Hadith_Full_Answer,Hadith_Matn,Answer-Instances ,Source_Name,Source_Link,Credibility,Question_ID_in_the_Orignal_Dataset
743,637,كم عدد العمر التي اعتمرها النبي ﷺ ؟,D ,كم,1,"[4 عمر] كلها في ذي القعدة، سوى التي مع حجته . ⇦ عَنْ أَنَسٍ رضي الله عنه، أَنَّ رَسُولَ الله ﷺ: «اعْتَمَرَ أَرْبَعَ عُمَرٍ كُلُّهُنَّ فِي ذِي القَعْدَةِ إِلَّا الَّتِي مَعَ حَجَّتِهِ: عُمْرَةً مِنَ الحُدَيْبِيَةِ، أَوْ زَمَنَ الحُدَيْبِيَةِ فِي ذِي القَعْدَةِ، وَعُمْرَةً مِنَ العَامِ المُقْبِلِ فِي ذِي القَعْدَةِ، وَعُمْرَةً مِنْ جِعْرَانَةَ حَيْثُ قَسَمَ غَنَائِمَ حُنَيْنٍ فِي ذِي القَعْدَةِ، وَعُمْرَةً مَعَ حَجَّتِهِ». رواه البخاري (4148)، ومسلم (1253).","[4 عمر] كلها في ذي القعدة، سوى التي مع حجته . "," عَنْ أَنَسٍ رضي الله عنه، أَنَّ رَسُولَ الله ﷺ: «اعْتَمَرَ أَرْبَعَ عُمَرٍ كُلُّهُنَّ فِي ذِي القَعْدَةِ إِلَّا الَّتِي مَعَ حَجَّتِهِ: عُمْرَةً مِنَ الحُدَيْبِيَةِ، أَوْ زَمَنَ الحُدَيْبِيَةِ فِي ذِي القَعْدَةِ، وَعُمْرَةً مِنَ العَامِ المُقْبِلِ فِي ذِي القَعْدَةِ، وَعُمْرَةً مِنْ جِعْرَانَةَ حَيْثُ قَسَمَ غَنَائِمَ حُنَيْنٍ فِي ذِي القَعْدَةِ، وَعُمْرَةً مَعَ حَجَّتِهِ». رواه البخاري (4148)، ومسلم (1253).","أنَّ رَسُولَ الله ﷺ: «اعْتَمَرَ أَرْبَعَ عُمَرٍ كُلُّهُنَّ فِي ذِي القَعْدَةِ إِلَّا الَّتِي مَعَ حَجَّتِهِ: عُمْرَةً مِنَ الحُدَيْبِيَةِ، أَوْ زَمَنَ الحُدَيْبِيَةِ فِي ذِي القَعْدَةِ، وَعُمْرَةً مِنَ العَامِ المُقْبِلِ فِي ذِي القَعْدَةِ، وَعُمْرَةً مِنْ جِعْرَانَةَ حَيْثُ قَسَمَ غَنَائِمَ حُنَيْنٍ فِي ذِي القَعْدَةِ، وَعُمْرَةً مَعَ حَجَّتِهِ». ",أَرْبَعَ عُمَرٍ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٠٧
744,638,ما حكم من بدل دين الإسلام بدين آخر ؟,D ,ما,1,"كافر مرتد، وحَدُّه القتل . ⇦ والدليل حديث ابْنِ عَبَّاسٍ رضي الله عنه، أَنَّ النَّبِيَّ ﷺ قَالَ:  «مَنْ بَدَّلَ دِينَهُ فَاقْتُلُوهُ». رواه البخاري (3017).","كافر مرتد، وحَدُّه القتل . ","حديث ابْنِ عَبَّاسٍ رضي الله عنه، أَنَّ النَّبِيَّ ﷺ قَالَ:  «مَنْ بَدَّلَ دِينَهُ فَاقْتُلُوهُ». رواه البخاري (3017).",أَنَّ النَّبِيَّ ﷺ قَالَ:  «مَنْ بَدَّلَ دِينَهُ فَاقْتُلُوهُ». ,فَاقْتُلُوهُ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٠٨
745,639,هل يشترط رضا المرأة في نكاحها ؟,C ,هل,1,"نعم . ⇦ عَنْ أَبِي هُرَيْرَةَ رضي الله عنه، عَنِ النَّبِيِّ ﷺ قَالَ: «لاَ تُنْكَحُ البِكْرُ حَتَّى تُسْتَأْذَنَ، وَلاَ الثَّيِّبُ حَتَّى تُسْتَأْمَرَ» فَقِيلَ: يَا رَسُولَ الله، كَيْفَ إِذْنُهَا؟ قَالَ: «إِذَا سَكَتَتْ». رواه البخاري (6970)، ومسلم (1419).",نعم . ," عَنْ أَبِي هُرَيْرَةَ رضي الله عنه، عَنِ النَّبِيِّ ﷺ قَالَ: «لاَ تُنْكَحُ البِكْرُ حَتَّى تُسْتَأْذَنَ، وَلاَ الثَّيِّبُ حَتَّى تُسْتَأْمَرَ» فَقِيلَ: يَا رَسُولَ الله، كَيْفَ إِذْنُهَا؟ قَالَ: «إِذَا سَكَتَتْ». رواه البخاري (6970)، ومسلم (1419).","عَنِ النَّبِيِّ ﷺ قَالَ: «لاَ تُنْكَحُ البِكْرُ حَتَّى تُسْتَأْذَنَ، وَلاَ الثَّيِّبُ حَتَّى تُسْتَأْمَرَ» فَقِيلَ: يَا رَسُولَ الله، كَيْفَ إِذْنُهَا؟ قَالَ: «إِذَا سَكَتَتْ»."," «لاَ تُنْكَحُ البِكْرُ حَتَّى تُسْتَأْذَنَ، وَلاَ الثَّيِّبُ حَتَّى تُسْتَأْمَرَ» فَقِيلَ: يَا رَسُولَ الله، كَيْفَ إِذْنُهَا؟ قَالَ: «إِذَا سَكَتَتْ». ",الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٠٩
746,640,ما حد الزاني غير المحصن ؟,D ,ما,1,"يجلد مائة جلدة، ويُغَرَّبُ عامًا. ⇦ والدليل قوله تعالى: ﴿الزّانِيَةُ وَالزّاني فَاجلِدوا كُلَّ واحِدٍ مِنهُما مِائَةَ جَلدَةٍ وَلا تَأخُذكُم بِهِما رَأفَةٌ في دينِ اللَّهِ إِن كُنتُم تُؤمِنونَ بِاللَّهِ وَاليَومِ الآخِرِ وَليَشهَد عَذابَهُما طائِفَةٌ مِنَ المُؤمِنينَ﴾ [النور: ٢] . ⇦ وحديث زَيْدِ بْنِ خَالِدٍ رضي الله عنه، عَنْ رَسُولِ الله ﷺ: «أَنَّهُ أَمَرَ فِيمَنْ زَنَى، وَلَمْ يُحْصَنْ بِجَلدِ مِائَةٍ، وَتَغْرِيبِ عَامٍ». رواه البخاري (2649)، ومسلم (1697).","يجلد مائة جلدة، ويُغَرَّبُ عامًا. ","حديث زَيْدِ بْنِ خَالِدٍ رضي الله عنه، عَنْ رَسُولِ الله ﷺ: «أَنَّهُ أَمَرَ فِيمَنْ زَنَى، وَلَمْ يُحْصَنْ بِجَلدِ مِائَةٍ، وَتَغْرِيبِ عَامٍ». رواه البخاري (2649)، ومسلم (1697).","عَنْ رَسُولِ الله ﷺ: «أَنَّهُ أَمَرَ فِيمَنْ زَنَى، وَلَمْ يُحْصَنْ بِجَلدِ مِائَةٍ، وَتَغْرِيبِ عَامٍ». ","جَلدِ مِائَةٍ، وَتَغْرِيبِ عَامٍ",الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠١١
747,641,ما حد شارب الخمر؟,F,ما,1,"يجلد أربعين جلدة . ⇦ والدليل حديث أَنَسِ بْنِ مَالِكٍ رضي الله عنه، «أَنَّ النَّبِيَّ ﷺ أُتِيَ بِرَجُلٍ قَدْ شَرِبَ الخَمْرَ، فَجَلَدَهُ بِجَرِيدَتَيْنِ نَحْوَ أَرْبَعِينَ، قَالَ: وَفَعَلَهُ أَبُو بَكْرٍ». رواه البخاري (6777)، ومسلم (1706).",يجلد أربعين جلدة . ,"حديث أَنَسِ بْنِ مَالِكٍ رضي الله عنه، «أَنَّ النَّبِيَّ ﷺ أُتِيَ بِرَجُلٍ قَدْ شَرِبَ الخَمْرَ، فَجَلَدَهُ بِجَرِيدَتَيْنِ نَحْوَ أَرْبَعِينَ، قَالَ: وَفَعَلَهُ أَبُو بَكْرٍ». رواه البخاري (6777)، ومسلم (1706).","«أَنَّ النَّبِيَّ ﷺ أُتِيَ بِرَجُلٍ قَدْ شَرِبَ الخَمْرَ، فَجَلَدَهُ بِجَرِيدَتَيْنِ نَحْوَ أَرْبَعِينَ، قَالَ: وَفَعَلَهُ أَبُو بَكْرٍ». ", فَجَلَدَهُ بِجَرِيدَتَيْنِ نَحْوَ أَرْبَعِينَ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠١٣
748,642,هل يجوز أكل الجراد ؟,C ,هل,1,"نعم؛ فقد أكله الصحابة في بعض الغزوات . ⇦ والدليل حديث عَبْدِ الله بْنِ أَبِي أَوْفَى رضي الله عنه، قَالَ: «غَزَوْنَا مَعَ رَسُولِ الله ﷺ سَبْعَ غَزَوَاتٍ نَأْكُلُ الجَرَادَ». رواه البخاري (5495)، ومسلم (1952).",نعم؛ فقد أكله الصحابة في بعض الغزوات . ,"حديث عَبْدِ الله بْنِ أَبِي أَوْفَى رضي الله عنه، قَالَ: «غَزَوْنَا مَعَ رَسُولِ الله ﷺ سَبْعَ غَزَوَاتٍ نَأْكُلُ الجَرَادَ». رواه البخاري (5495)، ومسلم (1952).",قَالَ: «غَزَوْنَا مَعَ رَسُولِ الله ﷺ سَبْعَ غَزَوَاتٍ نَأْكُلُ الجَرَادَ». ,غَزَوْنَا مَعَ رَسُولِ الله ﷺ سَبْعَ غَزَوَاتٍ نَأْكُلُ الجَرَادَ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠١٤
749,643,هل يجوز أكل الضبع ؟,C ,هل,1,"نعم. ⇦ والدليل حديث ابْنِ أَبِي عَمَّارٍ قَالَ: قُلتُ لِجَابِرٍ رضي الله عنه: الضَّبُعُ صَيْدٌ هِيَ؟ قَالَ: نَعَمْ، قَالَ: قُلتُ: آكُلُهَا؟ قَالَ: نَعَمْ، قَالَ: قُلتُ لَهُ: أَقَالَهُ رَسُولُ الله ﷺ؟ قَالَ: نَعَمْ». رواه الترمذي (1791)، وصححه الألباني في صحيح سنن الترمذي (1791)، والوادعي في الصحيح المسند (214).",نعم. ,"حديث ابْنِ أَبِي عَمَّارٍ قَالَ: قُلتُ لِجَابِرٍ رضي الله عنه: الضَّبُعُ صَيْدٌ هِيَ؟ قَالَ: نَعَمْ، قَالَ: قُلتُ: آكُلُهَا؟ قَالَ: نَعَمْ، قَالَ: قُلتُ لَهُ: أَقَالَهُ رَسُولُ الله ﷺ؟ قَالَ: نَعَمْ». رواه الترمذي (1791)، وصححه الألباني في صحيح سنن الترمذي (1791)، والوادعي في الصحيح المسند (214).","قَالَ: قُلتُ لِجَابِرٍ رضي الله عنه: الضَّبُعُ صَيْدٌ هِيَ؟ قَالَ: نَعَمْ، قَالَ: قُلتُ: آكُلُهَا؟ قَالَ: نَعَمْ، قَالَ: قُلتُ لَهُ: أَقَالَهُ رَسُولُ الله ﷺ؟ قَالَ: نَعَمْ». ","قَالَ: قُلتُ لِجَابِرٍ رضي الله عنه: الضَّبُعُ صَيْدٌ هِيَ؟ قَالَ: نَعَمْ، قَالَ: قُلتُ: آكُلُهَا؟ قَالَ: نَعَمْ، قَالَ: قُلتُ لَهُ: أَقَالَهُ رَسُولُ الله ﷺ؟ قَالَ: نَعَمْ». ",الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠١٥
750,644,ما حكم أكل لحم الحمار الوحشي ؟,D ,ما,1,"لحمه حلال . ⇦ والدليل حديث أَبِي قَتَادَةَ رضي الله عنه، «أَنَّهُ خَرَجَ مَعَ النَّبِيِّ ﷺ، فَتَخَلَّفَ أَبُو قَتَادَةَ مَعَ بَعْضِ أَصْحَابِهِ، وَهُمْ مُحْرِمُونَ وَهُوَ غَيْرُ مُحْرِمٍ، فَرَأَوْا حِمَارًا وَحْشِيًّا قَبْلَ أَنْ يَرَاهُ، فَلَمَّا رَأَوْهُ تَرَكُوهُ حَتَّى رَآهُ أَبُو قَتَادَةَ، فَرَكِبَ فَرَسًا لَهُ يُقَالُ لَهُ الجَرَادَةُ، فَسَأَلَهُمْ أَنْ يُنَاوِلُوهُ سَوْطَهُ فَأَبَوْا، فَتَنَاوَلَهُ، فَحَمَلَ فَعَقَرَهُ، ثُمَّ أَكَلَ، فَأَكَلُوا فَنَدِمُوا، فَلَمَّا أَدْرَكُوهُ قَالَ: «هَل مَعَكُمْ مِنْهُ شَيْءٌ؟»، قَالَ: مَعَنَا رِجْلُهُ، فَأَخَذَهَا النَّبِيُّ ﷺ فَأَكَلَهَا». رواه البخاري (2854)، ومسلم (1196).",لحمه حلال . ,"حديث أَبِي قَتَادَةَ رضي الله عنه، «أَنَّهُ خَرَجَ مَعَ النَّبِيِّ ﷺ، فَتَخَلَّفَ أَبُو قَتَادَةَ مَعَ بَعْضِ أَصْحَابِهِ، وَهُمْ مُحْرِمُونَ وَهُوَ غَيْرُ مُحْرِمٍ، فَرَأَوْا حِمَارًا وَحْشِيًّا قَبْلَ أَنْ يَرَاهُ، فَلَمَّا رَأَوْهُ تَرَكُوهُ حَتَّى رَآهُ أَبُو قَتَادَةَ، فَرَكِبَ فَرَسًا لَهُ يُقَالُ لَهُ الجَرَادَةُ، فَسَأَلَهُمْ أَنْ يُنَاوِلُوهُ سَوْطَهُ فَأَبَوْا، فَتَنَاوَلَهُ، فَحَمَلَ فَعَقَرَهُ، ثُمَّ أَكَلَ، فَأَكَلُوا فَنَدِمُوا، فَلَمَّا أَدْرَكُوهُ قَالَ: «هَل مَعَكُمْ مِنْهُ شَيْءٌ؟»، قَالَ: مَعَنَا رِجْلُهُ، فَأَخَذَهَا النَّبِيُّ ﷺ فَأَكَلَهَا». رواه البخاري (2854)، ومسلم (1196)."," «أَنَّهُ خَرَجَ مَعَ النَّبِيِّ ﷺ، فَتَخَلَّفَ أَبُو قَتَادَةَ مَعَ بَعْضِ أَصْحَابِهِ، وَهُمْ مُحْرِمُونَ وَهُوَ غَيْرُ مُحْرِمٍ، فَرَأَوْا حِمَارًا وَحْشِيًّا قَبْلَ أَنْ يَرَاهُ، فَلَمَّا رَأَوْهُ تَرَكُوهُ حَتَّى رَآهُ أَبُو قَتَادَةَ، فَرَكِبَ فَرَسًا لَهُ يُقَالُ لَهُ الجَرَادَةُ، فَسَأَلَهُمْ أَنْ يُنَاوِلُوهُ سَوْطَهُ فَأَبَوْا، فَتَنَاوَلَهُ، فَحَمَلَ فَعَقَرَهُ، ثُمَّ أَكَلَ، فَأَكَلُوا فَنَدِمُوا، فَلَمَّا أَدْرَكُوهُ قَالَ: «هَل مَعَكُمْ مِنْهُ شَيْءٌ؟»، قَالَ: مَعَنَا رِجْلُهُ، فَأَخَذَهَا النَّبِيُّ ﷺ فَأَكَلَهَا». ","«أَنَّهُ خَرَجَ مَعَ النَّبِيِّ ﷺ، فَتَخَلَّفَ أَبُو قَتَادَةَ مَعَ بَعْضِ أَصْحَابِهِ، وَهُمْ مُحْرِمُونَ وَهُوَ غَيْرُ مُحْرِمٍ، فَرَأَوْا حِمَارًا وَحْشِيًّا قَبْلَ أَنْ يَرَاهُ، فَلَمَّا رَأَوْهُ تَرَكُوهُ حَتَّى رَآهُ أَبُو قَتَادَةَ، فَرَكِبَ فَرَسًا لَهُ يُقَالُ لَهُ الجَرَادَةُ، فَسَأَلَهُمْ أَنْ يُنَاوِلُوهُ سَوْطَهُ فَأَبَوْا، فَتَنَاوَلَهُ، فَحَمَلَ فَعَقَرَهُ، ثُمَّ أَكَلَ، فَأَكَلُوا فَنَدِمُوا، فَلَمَّا أَدْرَكُوهُ قَالَ: «هَل مَعَكُمْ مِنْهُ شَيْءٌ؟»، قَالَ: مَعَنَا رِجْلُهُ، فَأَخَذَهَا النَّبِيُّ ﷺ فَأَكَلَهَا».",الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠١٧
751,645,ما حكم أكل لحم الحمار الأهلي؟,D ,ما,1,"لا يجوز أكله . ⇦ والدليل حديث جَابِرِ بْنِ عَبْدِ الله رضي الله عنه، قَالَ: «نَهَى رَسُولُ الله ﷺ يَوْمَ خَيْبَرَ عَنْ لُحُومِ الحُمُرِ الأَهْلِيَّةِ، وَرَخَّصَ فِي الخَيْلِ». رواه البخاري (4219)، ومسلم (1941).",لا يجوز أكله . ,"حديث جَابِرِ بْنِ عَبْدِ الله رضي الله عنه، قَالَ: «نَهَى رَسُولُ الله ﷺ يَوْمَ خَيْبَرَ عَنْ لُحُومِ الحُمُرِ الأَهْلِيَّةِ، وَرَخَّصَ فِي الخَيْلِ». رواه البخاري (4219)، ومسلم (1941).","قَالَ: «نَهَى رَسُولُ الله ﷺ يَوْمَ خَيْبَرَ عَنْ لُحُومِ الحُمُرِ الأَهْلِيَّةِ، وَرَخَّصَ فِي الخَيْلِ»."," «نَهَى رَسُولُ الله ﷺ يَوْمَ خَيْبَرَ عَنْ لُحُومِ الحُمُرِ الأَهْلِيَّةِ، وَرَخَّصَ فِي الخَيْلِ». ",الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠١٨
752,646,ما حكم أكل الجلالة ؟,D ,ما,1,"حرام، ولكن تحبس مدة من الزمن، حتى يصفو لحمها، ثم تؤكل. ⇦ والدليل حديث ابْنِ عُمَرَ رضي الله عنه، قَالَ: «نَهَى رَسُولُ الله ﷺ عَنْ أَكْلِ الجَلَّالَةِ وَأَلبَانِهَا». أخرجه أبو داود (3785)، والترمذي (1824)، وصححه الألباني في الإرواء (2503)، والوادعي في الصحيح المسند (728) . ","حرام، ولكن تحبس مدة من الزمن، حتى يصفو لحمها، ثم تؤكل. ","حديث ابْنِ عُمَرَ رضي الله عنه، قَالَ: «نَهَى رَسُولُ الله ﷺ عَنْ أَكْلِ الجَلَّالَةِ وَأَلبَانِهَا». أخرجه أبو داود (3785)، والترمذي (1824)، وصححه الألباني في الإرواء (2503)، والوادعي في الصحيح المسند (728) . ",قَالَ: «نَهَى رَسُولُ الله ﷺ عَنْ أَكْلِ الجَلَّالَةِ وَأَلبَانِهَا». , «نَهَى رَسُولُ الله ﷺ عَنْ أَكْلِ الجَلَّالَةِ وَأَلبَانِهَا».,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٢٠
753,647,متى تذبح العقيقة ؟,D ,متى,1,"في اليوم السابع من الولادة . ⇦ والدليل حديث سَمُرَةَ رضي الله عنه، أَنَّ النَّبِيَّ ﷺ قَالَ: «كُلُّ غُلَامٍ مُرْتَهَنٌ بِعَقِيقَتِهِ تُذْبَحُ يَوْمَ سَابِعِهِ، وَيُحْلَقُ وَيُسَمَّى». أخرجه أحمد (20188)، والترمذي (1522)، وصححه الألباني في الإرواء (1165), والوادعي في الصحيح المسند (454) . ",في اليوم السابع من الولادة . ,"حديث سَمُرَةَ رضي الله عنه، أَنَّ النَّبِيَّ ﷺ قَالَ: «كُلُّ غُلَامٍ مُرْتَهَنٌ بِعَقِيقَتِهِ تُذْبَحُ يَوْمَ سَابِعِهِ، وَيُحْلَقُ وَيُسَمَّى». أخرجه أحمد (20188)، والترمذي (1522)، وصححه الألباني في الإرواء (1165), والوادعي في الصحيح المسند (454) . ","أَنَّ النَّبِيَّ ﷺ قَالَ: «كُلُّ غُلَامٍ مُرْتَهَنٌ بِعَقِيقَتِهِ تُذْبَحُ يَوْمَ سَابِعِهِ، وَيُحْلَقُ وَيُسَمَّى». ",يَوْمَ سَابِعِهِ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٢١
754,648,ما هي الكلالة ؟,D ,ما,1,"هو من مات وليس له ولد ولا والد يرثه . ⇦ والدليل قوله تعالى: ﴿يَستَفتونَكَ قُلِ اللَّهُ يُفتيكُم فِي الكَلالَةِ إِنِ امرُؤٌ هَلَكَ لَيسَ لَهُ وَلَدٌ وَلَهُ أُختٌ فَلَها نِصفُ ما تَرَكَ وَهُوَ يَرِثُها إِن لَم يَكُن لَها وَلَدٌ فَإِن كانَتَا اثنَتَينِ فَلَهُمَا الثُّلُثانِ مِمّا تَرَكَ وَإِن كانوا إِخوَةً رِجالًا وَنِساءً فَلِلذَّكَرِ مِثلُ حَظِّ الأُنثَيَينِ يُبَيِّنُ اللَّهُ لَكُم أَن تَضِلّوا وَاللَّهُ بِكُلِّ شَيءٍ عَليمٌ﴾ [النساء: ١٧٦]. ومعلوم أن الإخوة لا يرثون عند وجود الوالد إجماعا، والجد على الصحيح. ⇦ وحديث البَرَاءِ بْنِ عَازِبٍ رضي الله عنه، قَالَ: جَاءَ رَجُلٌ إِلَى النَّبِيِّ ﷺ، فَقَالَ: يَا رَسُولَ الله، يَسْتَفْتُونَكَ فِي الكَلَالَةِ فَمَا الكَلَالَةُ؟ قَالَ: «تُجْزِيكَ آيَةُ الصَّيْفِ» فَقُلتُ لِأَبِي إِسْحَاقَ: هُوَ مَنْ مَاتَ وَلَمْ يَدَعْ وَلَدًا وَلَا وَالِدًا؟ قَالَ: كَذَلِكَ ظَنُّوا أَنَّهُ كَذَلِكَ. رواه أبوداود (2889)، وصححه الالباني في صحيح أبي داود (2512)، والوادعي في الصحيح المسند (136). ",هو من مات وليس له ولد ولا والد يرثه . ,"حديث البَرَاءِ بْنِ عَازِبٍ رضي الله عنه، قَالَ: جَاءَ رَجُلٌ إِلَى النَّبِيِّ ﷺ، فَقَالَ: يَا رَسُولَ الله، يَسْتَفْتُونَكَ فِي الكَلَالَةِ فَمَا الكَلَالَةُ؟ قَالَ: «تُجْزِيكَ آيَةُ الصَّيْفِ» فَقُلتُ لِأَبِي إِسْحَاقَ: هُوَ مَنْ مَاتَ وَلَمْ يَدَعْ وَلَدًا وَلَا وَالِدًا؟ قَالَ: كَذَلِكَ ظَنُّوا أَنَّهُ كَذَلِكَ. رواه أبوداود (2889)، وصححه الالباني في صحيح أبي داود (2512)، والوادعي في الصحيح المسند (136). ","قَالَ: جَاءَ رَجُلٌ إِلَى النَّبِيِّ ﷺ، فَقَالَ: يَا رَسُولَ الله، يَسْتَفْتُونَكَ فِي الكَلَالَةِ فَمَا الكَلَالَةُ؟ قَالَ: «تُجْزِيكَ آيَةُ الصَّيْفِ» فَقُلتُ لِأَبِي إِسْحَاقَ: هُوَ مَنْ مَاتَ وَلَمْ يَدَعْ وَلَدًا وَلَا وَالِدًا؟ قَالَ: كَذَلِكَ ظَنُّوا أَنَّهُ كَذَلِكَ. ",هُوَ مَنْ مَاتَ وَلَمْ يَدَعْ وَلَدًا وَلَا وَالِدًا,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٢٢
755,649,كم الضيافة الواجبة ؟,D ,كم,1,"يوم وليلة، والمستحب ثلاثة أيام . ⇦ والدليل حديث أَبِي شُرَيْحٍ الخُزَاعِيِّ رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ «الضِّيَافَةُ ثَلَاثَةُ أَيَّامٍ، وَجَائِزَتُهُ يَوْمٌ وَلَيْلَةٌ». رواه البخاري (6476)، ومسلم (48).","يوم وليلة، والمستحب ثلاثة أيام . ","حديث أَبِي شُرَيْحٍ الخُزَاعِيِّ رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ «الضِّيَافَةُ ثَلَاثَةُ أَيَّامٍ، وَجَائِزَتُهُ يَوْمٌ وَلَيْلَةٌ». رواه البخاري (6476)، ومسلم (48).","قَالَ: قَالَ رَسُولُ الله ﷺ «الضِّيَافَةُ ثَلَاثَةُ أَيَّامٍ، وَجَائِزَتُهُ يَوْمٌ وَلَيْلَةٌ». ","الضِّيَافَةُ ثَلَاثَةُ أَيَّامٍ، وَجَائِزَتُهُ يَوْمٌ وَلَيْلَةٌ",الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٢٣
756,650,كيف يأتي جرح من جرح في سبيل الله يوم القيامة؟,D ,كيف,1,"يكون جرحه يدمى، اللون لون الدم، والريح ريح المسك . ⇦ والدليل حديث أَبِي هُرَيْرَةَ رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ «مَا مِنْ مَكْلُومٍ يُكْلَمُ فِي سَبِيلِ الله إِلَّا جَاءَ يَوْمَ القِيَامَةِ وَكَلمُهُ يَدْمَى، اللَّوْنُ لَوْنُ دَمٍ، وَالرِّيحُ رِيحُ مِسْكٍ». رواه البخاري (5533)، ومسلم (1876) .","يكون جرحه يدمى، اللون لون الدم، والريح ريح المسك . ","حديث أَبِي هُرَيْرَةَ رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ «مَا مِنْ مَكْلُومٍ يُكْلَمُ فِي سَبِيلِ الله إِلَّا جَاءَ يَوْمَ القِيَامَةِ وَكَلمُهُ يَدْمَى، اللَّوْنُ لَوْنُ دَمٍ، وَالرِّيحُ رِيحُ مِسْكٍ». رواه البخاري (5533)، ومسلم (1876) .","قَالَ: قَالَ رَسُولُ الله ﷺ «مَا مِنْ مَكْلُومٍ يُكْلَمُ فِي سَبِيلِ الله إِلَّا جَاءَ يَوْمَ القِيَامَةِ وَكَلمُهُ يَدْمَى، اللَّوْنُ لَوْنُ دَمٍ، وَالرِّيحُ رِيحُ مِسْكٍ». ","جَاءَ يَوْمَ القِيَامَةِ وَكَلمُهُ يَدْمَى، اللَّوْنُ لَوْنُ دَمٍ، وَالرِّيحُ رِيحُ مِسْكٍ",الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٢٤
757,651,ماذا تحرم الرضاعة ؟,D ,ماذا,1,"تحرم ما يحرم النسب . ⇦ والدليل حديث عَائِشَةَ رضي الله عنها، قَالَتْ: قَالَ لِي رَسُولُ الله ﷺ «يَحْرُمُ مِنَ الرَّضَاعَةِ مَا يَحْرُمُ مِنَ النَّسَبِ». رواه البخاري (2645)، ومسلم (1445).",تحرم ما يحرم النسب . ,"حديث عَائِشَةَ رضي الله عنها، قَالَتْ: قَالَ لِي رَسُولُ الله ﷺ «يَحْرُمُ مِنَ الرَّضَاعَةِ مَا يَحْرُمُ مِنَ النَّسَبِ». رواه البخاري (2645)، ومسلم (1445).",قَالَتْ: قَالَ لِي رَسُولُ الله ﷺ «يَحْرُمُ مِنَ الرَّضَاعَةِ مَا يَحْرُمُ مِنَ النَّسَبِ». ,مَا يَحْرُمُ مِنَ النَّسَبِ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,١٠٢٥
